,T10,T50,T90,N+A,C5NP,C5IP,C5N,C6NP,C6IP,C6N,C6A,C7NP,C7IP,C7N,C7A,C8NP,C8IP,C8N,C8A,C9NP,C9IP,C9N,C9A,C10NP,C10IP,C10N,C10A
4482,95.3,114.7,140.5,53.623000000000005,1.442,0.887,0.321,3.137,3.049,5.859,0.538,5.009,4.380999999999999,16.655,3.518,6.738,6.423,10.486,6.238,3.435,7.302,6.173,2.77,0.644,3.4739999999999998,0.606,0.459
4483,93.8,113.2,136.9,40.908,1.4340000000000002,0.884,0.318,3.138,3.0319999999999996,5.827,0.537,5.061,4.414,4.037,3.517,6.774,19.006,10.437,6.238,3.472,7.351999999999999,6.167,2.786,0.641,3.4869999999999997,0.608,0.436
4484,94.2,113.8,139.3,53.527,1.493,0.925,0.325,3.169,3.0799999999999996,5.869,0.541,5.031,4.405,16.606,3.515,6.738,6.425,10.452,6.222,3.441,7.3020000000000005,6.15,2.81,0.639,3.465,0.605,0.432
4485,95.1,114.5,139.9,52.616,1.4909999999999999,0.924,0.322,3.181,3.069,5.837,0.539,5.096,4.448,16.512,3.507,6.77,6.952999999999999,10.136,6.21,3.475,7.031,5.725,2.817,0.638,3.8089999999999997,0.601,0.41000000000000003
4486,95,114.6,140.3,52.333999999999996,1.5630000000000002,0.979,0.317,3.238,3.0660000000000003,5.702,0.541,5.279,4.574,16.034,3.481,6.84,6.574,10.129,6.164,3.583,7.46,6.065,2.878,0.655,3.518,0.603,0.42
4487,95,115.1,141.3,51.518,1.606,1.0099999999999998,0.312,3.286,3.055,5.584,0.543,5.434,4.68,15.61,3.454,6.907,6.669,9.905,6.131,3.682,7.566999999999999,6.005,2.931,0.67,3.5719999999999996,0.61,0.433
4488,95.5,115.4,141.7,51.75699999999999,1.4889999999999999,0.931,0.308,3.227,2.988,5.595,0.534,5.438,4.645,15.731,3.457,6.947,6.702,9.979,6.157,3.703,7.587,6.035,2.936,0.6600000000000001,3.5769999999999995,0.607,0.418
4489,95.2,115.1,140.7,51.687,1.502,0.9380000000000001,0.307,3.237,2.994,5.581,0.534,5.444,4.656,15.691,3.453,6.948,6.708,9.956,6.153,3.707,7.594,6.031,2.941,0.664,3.578,0.607,0.433
4490,95.4,115,140.4,51.604,1.536,0.962,0.308,3.256,3.012,5.575,0.537,5.452,4.67,15.652,3.455,6.941,6.694999999999999,9.94,6.144,3.704,7.587,6.02,2.935,0.666,3.57,0.607,0.431
4491,95.3,115.1,141.2,51.431999999999995,1.572,0.985,0.309,3.28,3.034,5.567,0.539,5.463,4.687,15.588,3.449,6.935,6.704,9.891,6.136,3.705,7.613,5.982,2.94,0.6710000000000002,3.5769999999999995,0.608,0.423
4492,94.1,114.1,138.4,51.343,1.564,0.978,0.308,3.287,3.032,5.562,0.537,5.481,4.702,15.572,3.443,6.942,6.617999999999999,10.163,6.127,3.712,7.262,5.648,2.939,0.669,3.9119999999999995,0.612,0.432
4493,95.5,114.7,140.8,51.620000000000005,1.46,0.91,0.303,3.214,2.9829999999999997,5.549,0.532,5.466,4.66,15.65,3.453,6.974,6.744,9.941,6.162,3.731,7.619,6.035,2.954,0.6780000000000002,3.5999999999999996,0.61,0.431
4494,95.8,115,141.9,51.648,1.411,0.877,0.299,3.192,2.9179999999999997,5.537,0.528,5.507,4.674,15.684,3.458,6.996,6.769,9.951,6.16,3.749,7.649,6.038,2.96,0.6710000000000002,3.601,0.609,0.424
4495,95.7,115.1,141.4,52.053000000000004,1.3459999999999999,0.83,0.299,3.15,2.896,5.584,0.525,5.437,4.612,15.868,3.465,6.989,6.749,10.065,6.198,3.724,7.622,6.076,2.947,0.6660000000000001,3.591,0.606,0.42
4496,95.8,115.8,144.3,50.394999999999996,1.5170000000000001,0.887,0.299,3.182,2.9579999999999997,5.047,0.538,5.39,4.957,14.735,3.373,6.497,7.029,9.737,5.534,3.513,8.525,6.638,2.968,0.742,4.0040000000000004,0.783,0.7430000000000001
4497,94.4,115,141.6,50.175200000000004,1.568,0.913,0.302,3.202,2.989,4.981,0.5412,5.366,4.998,14.538,3.357,6.425,7.06,9.679,5.429,3.481,8.645999999999999,6.7,3.037,0.757,3.9879999999999995,0.809,0.802
4498,95.4,116.3,144.7,49.45,1.642,0.936,0.304,3.215,3.0309999999999997,4.764,0.551,5.31,5.136,14.02,3.317,6.211,7.194,9.543,5.142,3.377,9.049,6.959,3.058,0.798,4.125,0.877,0.915
4499,97.4,117,141.9,44.34,1.187,0.687,0.212,3.129,2.3680000000000003,4.174,0.494,6.932,5.827,12.431,3.324,7.48,7.801,8.49,5.441,4.41,9.594000000000001,5.554,2.991,0.808,5.029999999999999,0.592,0.637
4500,103.6,119.5,143.4,35.251999999999995,0.23,0.134,0.035,2.779,0.987,2.481,0.384,9.969,7.4830000000000005,8.194,3.222,9.338,9.901,5.828,5.866,6.226,10.997,4.651,3.567,0.882,5.5440000000000005,0.581,0.443
4501,105,120.7,145.2,35.184,0.23700000000000002,0.139,0.036,2.772,0.989,2.475,0.382,9.97,7.502,8.209,3.217,9.33,9.905,5.83,5.775,6.23,11.014000000000001,4.662,3.574,0.886,5.561000000000001,0.584,0.44
4502,105.5,120,143.2,34.159,0.15,0.08800000000000001,0.026,2.714,0.886,2.353,0.36,10.268,7.653,7.626,3.167,9.587,10.110999999999999,5.609,5.849,6.453,11.157,4.569,3.635,0.899,5.561,0.536,0.429
4503,106.3,121,145.1,34.777,0.148,0.09100000000000001,0.025,2.676,0.874,2.304,0.399,10.179,7.582,7.438,3.34,9.494,10.003,5.514,6.288,6.405,11.020999999999999,4.495,3.957,0.905,5.538,0.537,0.48000000000000004
4504,106.4,121.3,145.2,34.772000000000006,0.15,0.09200000000000001,0.025,2.693,0.882,2.317,0.407,10.199,7.609,7.453,3.35,9.486,10.004,5.496,6.283,6.385,11.012,4.488,3.943,0.901,5.511,0.533,0.47700000000000004
4505,104.3,120.2,144.8,35.629,0.26,0.157,0.037,2.974,1.107,2.528,0.41,9.728,7.117,8.508,3.261,9.261,9.745,5.852,5.727,6.241,10.942,4.688,3.615,0.862,5.699,0.594,0.40900000000000003
4506,105.1,119.7,143.4,34.257000000000005,0.181,0.10700000000000001,0.029,2.776,0.9380000000000001,2.333,0.382,10.265,7.71,7.549,3.211,9.471,10.054,5.536,5.954,6.404,11.055,4.509,3.745,0.927,5.5409999999999995,0.539,0.47000000000000003
4507,105.1,121,184.5,33.958,0.163,0.096,0.027,2.754,0.916,2.295,0.372,10.321,7.742999999999999,7.434,3.176,9.526,10.107,5.478,5.931,6.467,11.142,4.507,3.731,0.9380000000000001,5.5520000000000005,0.538,0.46900000000000003
4508,105,120.6,145,33.225,0.13799999999999998,0.081,0.023,3.011,1.0179999999999998,2.268,0.388,10.29,7.6499999999999995,7.083,3.093,9.646,10.245,5.386,5.892,6.603,11.292,4.482,3.675,0.903,5.5920000000000005,0.505,0.43
4509,105.3,121.4,143.7,34.36,0.089,0.051000000000000004,0.016,3.123,1.021,2.118,0.438,10.021,7.295,6.367,3.023,9.6,10.136999999999999,5.097,8.523,6.641,11.121,4.32,3.569,0.8310000000000001,5.415,0.477,0.41200000000000003
4510,105.7,121,143.3,34.436,0.142,0.08,0.023,3.23,1.118,2.177,0.497,9.86,7.191999999999999,6.359,3.233,9.487,10.04,5.09,7.877,6.597,11.071,4.346,3.795,0.89,5.509999999999999,0.516,0.523
4511,105.9,122.1,144.6,33.585,0.162,0.08700000000000001,0.026,3.317,1.1609999999999998,2.205,0.462,9.839,7.13,6.344,3.114,9.538,10.099,5.148,6.843,6.703,11.182,4.384,3.952,0.9840000000000001,5.869,0.55,0.557
4512,105,121.3,144.7,32.989999999999995,0.16199999999999998,0.085,0.027,3.368,1.2089999999999999,2.209,0.861,9.844,7.079999999999999,6.297,2.961,9.563,10.126,5.145,5.98,6.761,11.207,4.402,3.946,1.089,6.15,0.595,0.5670000000000001
4513,104.4,121.3,145,32.955,0.118,0.063,0.021,3.366,1.177,2.146,1.455,9.905,7.061,6.135,2.949,9.586,10.135,5.026,5.786,6.794,11.144,4.323,4.014,1.103,6.239,0.5670000000000001,0.533
4514,100.1,121.4,150.2,39.217,1.016,0.55,0.149,3.404,2.273,3.286,0.53,7.142,5.896,8.711,2.895,7.529,8.051,6.6,5.708,5.267,10.338000000000001,5.151,3.726,1.7409999999999999,6.681,0.809,1.6520000000000001
4515,99.4,120.1,147,39.589,1.004,0.5710000000000001,0.153,3.412,2.2350000000000003,3.402,0.769,7.398,5.96,9.262,2.976,7.778,8.182,6.846,5.518,5.278,10.117,5.043,3.603,1.4749999999999999,6.292000000000001,0.732,1.285
4516,99.1,119.9,146.9,40.022,1.016,0.595,0.157,3.425,2.237,3.499,0.853,7.509,5.991,9.65,3.037,7.887,8.101,7.018,5.496,5.247,9.968,5.042,3.522,1.3199999999999998,6.0520000000000005,0.681,1.067
4517,98.6,119.9,146.7,39.866,1.0370000000000001,0.624,0.156,3.447,2.26,3.487,0.938,7.554,6.0409999999999995,9.62,3.073,7.904,8.25,6.963,5.514,5.249,9.928999999999998,4.925,3.509,1.303,5.992000000000001,0.67,1.011
4518,97.1,119.1,146.3,40.159,1.2710000000000001,0.913,0.159,3.44,2.475,3.53,1.054,7.318,6.204000000000001,9.6,3.546,7.59,8.047,6.44,6.141,5.133,9.663,4.526,3.43,1.409,5.786,0.636,1.0970000000000002
4519,104.5,121.5,145.3,32.973,0.105,0.074,0.018,3.416,1.188,2.136,1.225,9.98,7.114999999999999,6.113,2.985,9.504,9.929,4.849,6.051,6.72,11.008,4.198,4.295,1.1560000000000001,6.365999999999999,0.56,0.543
4520,104.8,121.4,145.4,32.712999999999994,0.083,0.057,0.017,3.453,1.192,2.157,0.916,9.996,7.117,6.17,2.939,9.524,10.051,4.899,5.95,6.766,11.035,4.229,4.321,1.1899999999999997,6.483999999999999,0.572,0.543
4521,104.9,121.5,145.6,32.734,0.07700000000000001,0.053,0.017,3.476,1.194,2.156,0.954,10.025,7.137,6.145,2.949,9.512,10.048,4.878,5.948,6.755,10.999,4.235,4.334,1.19,6.47,0.579,0.539
4522,105,121.7,145.5,32.243,0.047,0.03,0.013,3.449,1.1469999999999998,2.102,0.832,10.113,7.1370000000000005,6.002,2.895,9.613,10.007,4.821,5.804,6.85,11.042,4.219,4.357,1.2369999999999999,6.609999999999999,0.631,0.567
4523,105.7,122.3,145.9,32.232,0.046,0.028999999999999998,0.013,3.45,1.146,2.102,0.867,10.124,7.145,6.002,2.905,9.599,10.131,4.785,5.822,6.833,11.012,4.207,4.366,1.2329999999999999,6.642,0.599,0.5640000000000001
4524,105.1,120.8,143.9,33.043,0.126,0.07300000000000001,0.021,3.172,1.075,2.215,0.487,10.165,7.4399999999999995,6.663,3.073,9.686,10.247,5.164,6.3,6.7,11.369,4.401,3.746,0.92,5.668,0.507,0.466
4525,104.6,121.7,145.8,32.929,0.07900000000000001,0.05,0.016,3.365,1.13,2.132,0.779,10.055,7.175,6.176,2.971,9.578,9.998999999999999,4.907,6.499,6.732,11.068999999999999,4.246,4.132,1.107,6.269,0.555,0.516
4526,105.6,122.2,146,33.369,0.034999999999999996,0.020999999999999998,0.012,3.386,1.099,2.066,0.887,10.024,7.0729999999999995,5.933,2.948,9.581,10.064,4.761,7.159,6.687,10.865,4.167,4.317,1.142,6.398,0.573,0.546
4527,95.6,115.9,144.4,49.811,1.482,0.901,0.301,3.216,2.959,5.353,0.533,5.474,4.8,15.264,3.418,6.798,7.3389999999999995,9.514,5.907,3.659,7.698,5.877,2.423,0.695,4.6240000000000006,0.674,0.547
4528,95.2,116,142.5,49.891999999999996,1.6010000000000002,0.926,0.304,3.185,3.0140000000000002,5.9,0.549,5.239,4.991,14.338,3.344,6.3,7.055,8.471,5.35,3.413,8.786,6.85,3.077,0.797,4.086,0.8490000000000001,0.8599999999999999
4529,95.8,116,143.7,51.731,1.4629999999999999,0.898,0.303,3.053,2.919,5.37,0.547,5.041,4.486,15.472,3.471,6.667,6.563,10.129,6.139,3.58,7.8740000000000006,6.466,2.506,0.799,4.5089999999999995,0.731,0.5970000000000001
4530,95.6,115.8,143.2,50.83,1.477,0.892,0.294,3.153,2.913,5.174,0.54,5.393,4.806,14.9,3.421,6.721,6.875,9.791,5.882,3.66,8.206999999999999,6.435,3.05,0.77,3.8859999999999997,0.723,0.6200000000000001
4531,96.1,116.2,142.9,53.07599999999999,1.4060000000000001,0.877,0.304,2.992,2.892,5.537,0.547,4.894,4.271,15.912,3.518,6.752,6.35,10.32,6.405,3.597,7.543,6.371,2.895,0.809,3.8749999999999996,0.721,0.546
4532,95.9,115.1,140.1,52.842,1.454,0.913,0.307,3.022,2.915,5.528,0.548,4.951,4.325,15.831,3.508,6.758,6.378,10.27,6.356,3.605,7.575,6.347,2.918,0.7907000000000001,3.846,0.7030000000000001,0.526
4533,96.7,116.1,142.5,52.758,1.4649999999999999,0.925,0.307,3.026,2.987,5.525,0.548,4.972,4.332999999999999,15.798,3.506,6.767,6.388999999999999,10.233,6.359,3.618,7.5680000000000005,6.328,2.924,0.79,3.852,0.7040000000000001,0.526
4534,97,116.2,143,52.262,1.455,0.922,0.301,3.028,2.878,5.442,0.548,5.095,4.413,15.569,3.497,6.83,6.483,10.109,6.337,3.688,7.662,6.301,2.938,0.795,3.8649999999999998,0.7020000000000001,0.518
4535,95.9,115.1,140.2,49.537,1.5070000000000001,0.967,0.28,3.139,2.83,5.051,0.55,5.669,4.927,14.373,3.444,6.951,6.961,9.368,6.068,3.903,8.165,6.138,2.923,0.8210000000000001,3.9759999999999995,0.7190000000000001,0.6230000000000001
4536,96.4,116.7,144,48.322,1.6010000000000002,1.0329999999999997,0.274,3.224,2.932,4.842,0.581,5.674,5.132,13.571,3.445,6.749,7.014,8.872,5.955,3.936,8.441,6.078,2.969,1.0379999999999998,4.183000000000001,0.796,0.9390000000000001
4537,95.8,121.4,152.7,45.888,1.5939999999999999,0.896,0.251,3.321,3.023,4.196,0.566,5.104,4.952,11.025,2.838,6.016,6.688,7.878,5.08,4.05,9.311,6.592,3.538,2.045,5.725,1.348,2.576
4538,96.9,120.8,152.6,46.479000000000006,1.605,0.92,0.256,3.317,3.007,4.307,0.562,5.227,4.984,11.451,2.91,6.159,6.754,8.07,5.189,4.042,9.18,6.523,3.701,1.864,5.6049999999999995,1.248,2.262
4539,97,120,150.3,46.861999999999995,1.564,0.912,0.256,3.287,2.959,4.392,0.56,5.358,5.022,11.852,3.004,6.313,6.843,8.241,5.326,4.042,9.068000000000001,6.452,3.635,1.6900000000000002,5.364,1.1569999999999998,1.987
4540,97.2,121.2,152.9,45.789,1.603,0.899,0.25,3.339,3.025,4.166,0.562,5.142,4.976,10.915,2.81,6.036,6.728,7.862,4.976,4.084,9.375,6.585,3.815,2.063,5.945,1.34,2.508
4541,97.8,122.2,155.4,45.173,1.624,0.883,0.245,3.365,3.069,4,0.564,4.959,4.931,10.243,2.666,5.809,6.631,7.481,4.834,4.092,9.648000000000001,6.718,3.965,2.341,6.175000000000001,1.492,2.965
4542,97.1,121.1,153.8,45.519999999999996,1.617,0.905,0.248,3.343,3.033,4.116,0.565,5.116,4.981,10.737,2.794,5.983,6.710999999999999,7.674,4.937,4.086,9.48,6.575,3.844,2.1189999999999998,5.858,1.3769999999999998,2.653
4543,95.6,120.8,153.4,44.983000000000004,1.6500000000000001,0.9,0.245,3.377,3.062,3.977,0.563,5.046,4.991,10.261,2.69,5.85,6.7059999999999995,7.478,4.747,4.095,9.672,6.681,3.97,2.273,6.103,1.4649999999999999,2.9059999999999997
4544,96.4,118.8,148.8,46.198,1.5819999999999999,0.9380000000000001,0.253,3.326,2.9029999999999996,4.343,0.551,5.703,5.215999999999999,11.875,3.063,6.577,7.1209999999999996,8.129,5.377,4.126,9.190000000000001,6.339,3.556,1.4619999999999997,4.954,1.055,1.657
4545,95.4,118.2,148.9,46.013999999999996,1.75,1.091,0.258,3.388,3.037,4.334,0.597,5.673,5.343999999999999,11.78,3.225,6.439,7.101999999999999,7.964,5.536,4.069,9.102,6.153,3.486,1.461,4.841000000000001,1.03,1.6509999999999998
4546,92.1,117.2,146.8,46.614000000000004,2.0100000000000002,1.443,0.26,3.348,3.312,4.427,0.758,5.301,5.522,11.849,3.874,6.053,6.789,7.453,6.407,3.917,8.667,5.477,3.297,1.6249999999999998,4.587,0.98,1.832
4547,97.5,121.6,155.4,45.391,1.704,1.016,0.247,3.36,3.1149999999999998,4.088,0.613,5.082,5.103,10.616,2.982,5.888,6.695,7.452,5.168,4.066,9.411999999999999,6.375,3.796,2.145,5.766,1.361,2.693
4548,94.2,118.1,149.8,47.43899999999999,1.942,1.387,0.264,3.303,3.283,4.547,0.744,5.194,5.372999999999999,12.258,3.853,6.08,6.685,7.731,6.441,3.877,8.543,5.566,3.302,1.597,4.577000000000001,0.976,1.757
4549,96.2,117.1,145.4,52.728,1.468,0.957,0.294,3.003,2.944,5.343,0.582,4.833,4.37,15.268,3.559,6.631,6.303999999999999,9.868,6.485,3.669,7.734,6.256,3.213,1.057,4.152,1.108,0.752
4550,96.8,117.1,144.5,52.35,1.395,0.897,0.289,2.993,2.872,5.327,0.565,4.939,4.361999999999999,15.274,3.518,6.745,6.373,9.904,6.452,3.725,7.75,6.269,3.289,1.027,4.148,0.784,0.679
4551,97.3,116.8,143.9,52.459,1.3259999999999998,0.843,0.285,2.972,2.821,5.335,0.552,4.967,4.33,15.377,3.498,6.814,6.399,9.993,6.462,3.752,7.743,6.305,3.262,0.992,4.1370000000000005,0.773,0.6170000000000001
4552,95.8,115.8,141,52.068999999999996,1.381,0.889,0.287,3.004,2.844,5.288,0.557,5.027,4.398,15.151,3.486,6.802,6.441,10.589,5.716,3.778,7.798,6.257,3.315,1.005,4.1530000000000005,0.778,0.645
4553,97.8,116.8,143.3,51.938,1.376,0.886,0.285,3.006,2.837,5.272,0.558,5.057,4.414,15.108,3.486,6.821,6.478,9.811,6.419,3.796,7.816999999999999,6.252,3.325,1.008,4.157,0.778,0.6440000000000001
4554,95.5,115.8,141.9,53.111,1.433,0.92,0.302,2.98,2.91,5.486,0.57,4.8,4.221,15.731,3.5,6.721,6.234999999999999,10.192,6.454,3.632,7.577,6.345,3.193,0.9580000000000001,4.059,0.762,0.5760000000000001
4555,86.8,116,141.8,51.551,1.4380000000000002,0.925,0.291,3.038,2.89,5.296,0.561,5.015,4.419,15.106,3.468,6.759,6.8790000000000004,9.798,6.358,3.749,7.292,5.878,3.298,1.015,4.526,0.803,0.6940000000000001
4556,97.2,117.7,146,47.911,1.549,0.996,0.259,3.235,2.88,4.644,0.577,5.627,5.038,12.959,3.348,6.779,6.9670000000000005,9.446,5.137,4.081,8.602,6.067,3.476,1.235,4.557,0.888,1.11
4557,105.5,121.8,145.7,33.692,0.037,0.022,0.012,3.383,1.099,2.061,1.081,9.99,7.051,5.899,2.995,9.465,10.030999999999999,4.734,7.259,6.634,10.802,4.14,4.389,1.1239999999999999,6.349,0.568,0.554
4558,105.3,121.7,145.8,33.46,0.046,0.027999999999999997,0.014,3.434,1.119,2.107,0.918,10.053,7.109,6.032,2.97,9.51,10.075,4.817,7.015,6.632,10.828,4.171,4.296,1.103,6.288,0.593,0.527
4559,105.4,121.4,144.4,32.938,0.047,0.028,0.013,3.502,1.1179999999999999,2.132,0.639,10.191,7.231,6.08,2.904,9.571,10.187999999999999,4.835,6.967,6.658,10.933,4.171,4.123,1.0499999999999998,6.231,0.591,0.483
4560,105.6,121.6,143.9,32.924,0.048999999999999995,0.028,0.013,3.48,1.1039999999999999,2.124,0.575,10.181,7.217,6.071,2.882,9.573,10.068,4.833,7.116,6.673,10.949,4.169,4.096,1.0389999999999997,6.2700000000000005,0.552,0.493
4561,105.7,121.8,144.4,32.717999999999996,0.035,0.021,0.01,3.494,1.093,2.11,0.517,10.226,7.257,6.07,2.875,9.611,10.246,4.832,7.016,6.712,11.04,4.194,4.047,1.0239999999999998,6.208,0.577,0.47000000000000003
4562,105.9,121.9,144,32.676,0.034999999999999996,0.02,0.009,3.532,1.105,2.118,0.472,10.243,7.292,6.11,2.869,9.604,10.251999999999999,4.837,6.977,6.709,11.065,4.206,4.007,1.009,6.186,0.608,0.463
4563,105.3,121.5,146.6,32.891000000000005,0.089,0.046,0.016,3.585,1.19,2.176,0.462,10.152,7.284,6.341,2.891,9.5,10.15,4.871,6.865,6.631,10.997,4.226,3.985,1.006,6.1739999999999995,0.567,0.491
4564,105.4,121.4,146.5,43.492999999999995,1.021,0.61,0.124,2.744,1.505,3.31,0.523,8.036,6.441,13.272,3.738,7.414,8.218,7.35,6.037,4.548,9.599,5.003,3.045,0.7400000000000001,5.143000000000001,0.559,0.532
4565,105.6,121.5,146.6,42.952,0.987,0.5890000000000001,0.121,2.825,1.5339999999999998,3.267,0.513,8.125,6.477,12.807,3.676,7.537,8.259,7.333,6.017,4.687,9.608,4.995,3.104,0.766,5.193,0.559,0.56
4566,104.8,123.3,148.2,41.147,0.895,0.533,0.116,3.046,1.637,3.193,0.492,8.316,6.513,11.546,3.497,7.874,8.442,6.959,6.002,5.052,9.796,4.901,3.274,0.875,5.41,0.5660000000000001,0.6010000000000001
4567,103.9,121.5,146.3,42.268,0.9179999999999999,0.547,0.161,3.228,2.051,3.701,0.498,7.672,5.97,11.329,3.32,7.881,7.954,7.508,6.141,5.071,9.406,4.953,3.373,1.0339999999999998,5.485,0.584,0.7
4568,104.9,121.3,146.5,42.251999999999995,0.063,0.01,0.049,2.328,1.126,2.872,0.377,8.069,5.738,11.159,3.484,9.244,9.09,8.244,7.015,5.854,10.918,5.501,2.912,0.48600000000000004,4.484000000000001,0.383,0.256
4569,108.6,124.9,151.7,33.108000000000004,0.136,0.069,0.026,2.825,1.146,1.84,0.259,9.41,6.438000000000001,5.977,2.804,9.272,9.61,4.91,6.021,6.889,10.996,4.45,4.405,1.719,6.904000000000001,0.68,1.736
4570,108.5,126.1,154.7,33.162,0.132,0.069,0.027,2.797,1.126,1.86,0.359,9.364,6.392,6.026,2.81,9.328,9.687999999999999,4.977,5.909,6.932,11.042,4.475,4.429,1.72,7.0249999999999995,0.671,1.6190000000000002
4571,108.1,125.8,154.7,33.056,0.139,0.07,0.031,2.812,1.135,1.888,0.385,9.267,6.319,5.984,2.82,9.473,9.734,4.909,5.891,6.999,11.186000000000002,4.474,4.414,1.6629999999999998,6.954000000000001,0.624,1.6360000000000001
4572,106.3,124.1,151.1,33.29900000000001,0.133,0.069,0.029,2.983,1.152,1.989,0.447,9.504,6.571000000000001,6.128,2.841,9.464,9.895,5.043,6.069,6.885,11.012,4.417,4.321,1.5170000000000001,6.68,0.638,1.377
4573,106.1,123.8,148.7,32.626,0.198,0.084,0.046,3.014,1.225,2.129,0.368,9.52,6.623,6.178,2.74,9.625,9.876,5.076,5.639,7.025,11.165000000000001,4.465,4.199,1.472,6.684,0.604,1.182
4574,106.7,124.3,151.5,32.93300000000001,0.249,0.103,0.057,3.147,1.3359999999999999,2.262,0.386,9.503,6.662,6.347,2.747,9.511,9.924,5.158,5.612,6.917,11.066,4.455,4.131,1.421,6.540000000000001,0.634,1.144
4575,106.6,124.2,150.4,32.906000000000006,0.247,0.104,0.057,3.14,1.334,2.252,0.378,9.492,6.646,6.333,2.756,9.507,9.915,5.152,5.604,6.922,11.068,4.458,4.143,1.432,6.586,0.622,1.151
4576,107.1,124.3,150.7,32.815,0.245,0.104,0.056,3.152,1.335,2.252,0.378,9.511,6.6610000000000005,6.334,2.754,9.508,9.796,5.071,5.608,6.914,11.135,4.45,4.143,1.4289999999999998,6.5729999999999995,0.62,1.149
4577,106.6,124.5,152.2,32.903999999999996,0.24200000000000002,0.10200000000000001,0.056,3.153,1.333,2.248,0.378,9.519,6.665,6.332,2.756,9.506,9.924,5.148,5.612,6.909,11.05,4.449,4.143,1.429,6.559,0.634,1.148
4578,97,116.8,145.7,39.245000000000005,1.256,0.598,0.253,4.051,2.844,4.271,0.626,7.846,6.222,9.927,2.981,7.703,8.09,6.666,3.87,5.201,9.682,6.05,3.347,1.0729999999999997,5.74,0.617,0.637
4579,97.2,117.9,145.5,39.211,1.2590000000000001,0.601,0.25,4.032,2.827,4.237,0.624,7.852,6.219,9.913,2.985,7.721,8.109,6.671,3.878,5.209,9.692,6.056,3.349,1.0719999999999996,5.749,0.615,0.633
4580,97.1,118.1,145.7,39.394,1.249,0.606,0.246,4,2.7979999999999996,4.202,0.613,7.84,6.201,9.919,2.995,7.75,8.110000000000001,6.825,3.913,5.24,9.607,6.066,3.371,1.0769999999999997,5.747,0.615,0.6290000000000001
4581,98.3,118.7,146.3,39.582,1.195,0.615,0.229,3.844,2.6679999999999997,4.075,0.58,7.759,6.0920000000000005,10,3.039,7.86,8.107000000000001,6.843,5.292,5.272,9.701,4.844,3.45,1.0909999999999997,5.780000000000001,0.619,0.6110000000000001
4582,95.2,115.7,142.2,51.564,1.58,1.037,0.296,3.061,2.943,5.223,0.569,4.971,4.426,14.897,3.435,6.704,6.422,9.744,6.283,3.722,7.87,6.308,3.289,1.047,4.189,0.796,0.724
4583,95.8,117.7,146.6,51.641,1.494,0.952,0.292,3.055,2.931,5.266,0.564,5.011,4.42,15.016,3.453,6.749,6.575,9.788,6.355,3.733,7.2669999999999995,6.111,3.295,1.0319999999999998,4.407,0.792,0.7090000000000001
4584,94,115.7,143.5,47.809,1.919,1.265,5.002000000000001,3.259,2.998,13.672,3.408,5.625,5.162,8.776,5.713,6.5,6.828,6.1,3.247,3.788,8.47,0.79,0.863,1.097,4.149,0.065,0.173
4585,96.1,113.8,140.4,51.533,1.694,1.03,0.218,2.295,1.9669999999999999,4.162,0.569,6.189,5.71,17.274,4.142,5.849,7.121,9.077,5.383,3.105,8.521,6.358,2.681,0.662,3.9169999999999994,0.803,0.8660000000000001
4586,96.3,113.6,139.5,51.292,1.6099999999999999,0.9700000000000001,0.207,2.119,1.7879999999999998,4.085,0.562,6.266,5.779999999999999,17.956,4.278,5.751,7.983,8.285,5.344,2.985,8.625,6.421,2.585,0.578,3.863,0.793,0.7760000000000001
4587,97.7,115.2,143.9,50.532,1.7469999999999999,1.071,0.224,2.405,2.0679999999999996,4.204,0.574,6.181,5.688,16.849,4.066,5.933,6.97,8.899,5.386,3.197,8.625,5.894,2.74,0.703,4.341,0.821,0.875
4588,98.1,118.6,146.9,51.216,1.6789999999999998,1.003,0.205,2.089,1.738,4.047,0.564,6.331,5.826,18.039,4.308,5.733,8.020999999999999,8.23,5.314,2.971,8.628,6.406,2.564,0.552,3.8329999999999997,0.786,0.7530000000000001
4589,95.3,115.5,143.5,45.934999999999995,1.343,0.8200000000000001,0.176,2.745,1.946,3.688,0.529,7.098,6.042,13.717,3.696,6.915,7.983,7.792,5.478,4.192,9.424999999999999,6.006,3.268,0.845,4.284000000000001,0.788,0.797
4590,97.8,118.3,147.5,51.07900000000001,1.514,0.92,0.299,3.059,2.874,5.152,0.596,5.286,4.702999999999999,14.937,3.534,6.556,6.587,9.493,6.07,3.728,8.107,6.267,3.218,1,4.179,0.81,0.7030000000000001
4591,96.4,117.2,149.6,51.174,1.542,0.936,0.292,2.984,2.787,5.073,0.594,5.379,4.803,15.226,3.599,6.481,6.635,9.457,5.994,3.654,8.132,6.273,3.159,0.959,4.1370000000000005,0.802,0.7050000000000001
4592,91.7,110.3,139.2,50.68899999999999,1.6150000000000002,0.9760000000000001,0.213,2.245,1.887,4.146,0.562,6.258,5.709,17.365,4.168,5.919,7.9750000000000005,8.26,5.417,3.153,8.657,6.379,2.692,0.629,3.899,0.773,0.7140000000000001
